Buchungstag,Valuta,Belegnummer,Buchungstext,Gegenkonto,Betrag (EUR),Währung,Kunde/Lieferant,IBAN,Verwendungszweck
2024-04-14,2024-04-14,BNR-106847,Finanzamt Zahlung,17000,-1017.16,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2024-04
2025-02-01,2025-02-01,BNR-106848,Gehalt,60000,-2136.83,EUR,Anna Weber,DE62500105170648482300,Gehalt Anna Weber 2025-02
2024-06-12,2024-06-12,BNR-106849,Strom,16000,-740.85,EUR,SAP,DE76543210987654321000,Strom SAP 2024-06
2024-06-19,2024-06-19,BNR-106850,Finanzamt Zahlung,17000,-2157.88,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Zahlung Finanzamt Köln 2024-06
2024-04-15,2024-04-15,BNR-106851,Miete,69000,-1812.07,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-04
2024-03-02,2024-03-02,BNR-106852,Softwarelizenz,48000,-885.76,EUR,Stromio Business,DE16530601800000001900,Softwarelizenz Stromio Business 2024-03
2025-01-11,2025-01-11,BNR-106853,Strom,16000,-637.48,EUR,Stromio Business,DE89370400440532013000,Strom Stromio Business 2025-01
2024-07-11,2024-07-11,BNR-106854,Softwarelizenz,48000,-222.58,EUR,AWS,DE89370400440532013000,Softwarelizenz AWS 2024-07
2025-03-28,2025-03-28,BNR-106855,Finanzamt Erstattung,17000,1994.0,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-05-31,2024-05-31,BNR-106856,Softwarelizenz,48000,-780.55,EUR,SAP,DE12345678901234567890,Softwarelizenz SAP 2024-05
2024-05-20,2024-05-20,BNR-106857,Strom,16000,-894.75,EUR,AWS,DE62500105170648482300,Strom AWS 2024-05
2024-10-27,2024-10-27,BNR-106858,Zahlungseingang,10000,7832.7,EUR,Kundenwelt GmbH,DE76543210987654321000,Zahlungseingang Kundenwelt GmbH 2024-10
2024-10-15,2024-10-15,BNR-106859,Gehalt,60000,-2901.97,EUR,Lisa Schmidt,DE16530601800000001900,Gehalt Lisa Schmidt 2024-10
2025-04-10,2025-04-10,BNR-106860,Reisekosten,67600,-799.34,EUR,Tom Berger,DE44500105175407324931,Reisekosten Tom Berger 2025-04
2024-05-03,2024-05-03,BNR-106861,Zahlungseingang,10000,7577.35,EUR,ACME GmbH,DE12500105170648489890,Zahlungseingang ACME GmbH 2024-05
2025-03-27,2025-03-27,BNR-106862,Strom,16000,-508.59,EUR,Adobe,DE12345678901234567890,Strom Adobe 2025-03
2024-02-27,2024-02-27,BNR-106863,Reisekosten,67600,-2304.07,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2024-02
2024-06-25,2024-06-25,BNR-106864,Reisekosten,67600,-2520.63,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2024-06
2024-02-05,2024-02-05,BNR-106865,Softwarelizenz,48000,-268.93,EUR,Microsoft,DE12345678901234567890,Softwarelizenz Microsoft 2024-02
2024-10-26,2024-10-26,BNR-106866,Gehalt,60000,-2107.31,EUR,Tom Berger,DE16530601800000001900,Gehalt Tom Berger 2024-10
2024-02-25,2024-02-25,BNR-106867,Finanzamt Erstattung,17000,1237.19,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-02
2024-10-31,2024-10-31,BNR-106868,Softwarelizenz,48000,-231.71,EUR,Adobe,DE16530601800000001900,Softwarelizenz Adobe 2024-10
2024-01-05,2024-01-05,BNR-106869,Strom,16000,-279.94,EUR,SAP,DE75512108001245126199,Strom SAP 2024-01
2024-10-22,2024-10-22,BNR-106870,Finanzamt Erstattung,17000,1990.88,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2024-10
2024-05-20,2024-05-20,BNR-106871,Finanzamt Zahlung,17000,-2901.16,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-05
2025-04-22,2025-04-22,BNR-106872,Zahlungseingang,10000,1281.59,EUR,ACME GmbH,DE62500105170648482300,Zahlungseingang ACME GmbH 2025-04
2024-12-20,2024-12-20,BNR-106873,Finanzamt Erstattung,17000,1526.84,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Erstattung Finanzamt München 2024-12
2024-02-04,2024-02-04,BNR-106874,Gehalt,60000,-2025.11,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2024-02
2024-05-26,2024-05-26,BNR-106875,Strom,16000,-759.44,EUR,Adobe,DE44500105175407324931,Strom Adobe 2024-05
2024-11-12,2024-11-12,BNR-106876,Softwarelizenz,48000,-963.76,EUR,Microsoft,DE89370400440532013000,Softwarelizenz Microsoft 2024-11
2024-03-27,2024-03-27,BNR-106877,Zahlungseingang,10000,6204.48,EUR,ACME GmbH,DE44500105175407324931,Zahlungseingang ACME GmbH 2024-03
2024-09-27,2024-09-27,BNR-106878,Finanzamt Erstattung,17000,510.19,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Erstattung Finanzamt München 2024-09
2024-12-30,2024-12-30,BNR-106879,Strom,16000,-701.24,EUR,Stromio Business,DE16530601800000001900,Strom Stromio Business 2024-12
2024-01-19,2024-01-19,BNR-106880,Zahlungseingang,10000,1467.93,EUR,Kundenwelt GmbH,DE76543210987654321000,Zahlungseingang Kundenwelt GmbH 2024-01
2025-01-30,2025-01-30,BNR-106881,Miete,69000,-1258.46,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2025-01
2024-12-28,2024-12-28,BNR-106882,Softwarelizenz,48000,-253.51,EUR,AWS,DE75512108001245126199,Softwarelizenz AWS 2024-12
2024-01-03,2024-01-03,BNR-106883,Zahlungseingang,10000,3290.63,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2024-01
2024-01-27,2024-01-27,BNR-106884,Softwarelizenz,48000,-477.84,EUR,SAP,DE76543210987654321000,Softwarelizenz SAP 2024-01
2024-06-14,2024-06-14,BNR-106885,Softwarelizenz,48000,-449.06,EUR,Adobe,DE12345678901234567890,Softwarelizenz Adobe 2024-06
2024-03-11,2024-03-11,BNR-106886,Zahlungseingang,10000,2779.05,EUR,Kundenwelt GmbH,DE44500105175407324931,Zahlungseingang Kundenwelt GmbH 2024-03
2024-04-06,2024-04-06,BNR-106887,Zahlungseingang,10000,6203.86,EUR,Industriepartner AG,DE12345678901234567890,Zahlungseingang Industriepartner AG 2024-04
2025-04-11,2025-04-11,BNR-106888,Finanzamt Erstattung,17000,1506.61,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2025-04
2024-01-02,2024-01-02,BNR-106889,Finanzamt Erstattung,17000,1396.9,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2024-01
2025-02-21,2025-02-21,BNR-106890,Softwarelizenz,48000,-529.27,EUR,Stromio Business,DE16530601800000001900,Softwarelizenz Stromio Business 2025-02
2025-04-12,2025-04-12,BNR-106891,Gehalt,60000,-1416.59,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2025-04
2024-10-11,2024-10-11,BNR-106892,Finanzamt Erstattung,17000,1848.69,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Erstattung Finanzamt München 2024-10
2025-03-24,2025-03-24,BNR-106893,Finanzamt Erstattung,17000,1536.5,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Erstattung Finanzamt Köln 2025-03
2025-03-03,2025-03-03,BNR-106894,Finanzamt Zahlung,17000,-2149.42,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2025-03
2024-01-18,2024-01-18,BNR-106895,Softwarelizenz,48000,-357.6,EUR,Adobe,DE75512108001245126199,Softwarelizenz Adobe 2024-01
2024-06-26,2024-06-26,BNR-106896,Finanzamt Erstattung,17000,1160.51,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Erstattung Finanzamt Köln 2024-06
2024-01-15,2024-01-15,BNR-106897,Strom,16000,-481.46,EUR,AWS,DE44500105175407324931,Strom AWS 2024-01
2025-04-21,2025-04-21,BNR-106898,Finanzamt Zahlung,17000,-1850.72,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2025-04
2024-12-02,2024-12-02,BNR-106899,Reisekosten,67600,-2368.29,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-12
2024-07-11,2024-07-11,BNR-106900,Strom,16000,-996.61,EUR,AWS,DE16530601800000001900,Strom AWS 2024-07
2025-03-09,2025-03-09,BNR-106901,Strom,16000,-388.24,EUR,Adobe,DE16530601800000001900,Strom Adobe 2025-03
2024-01-29,2024-01-29,BNR-106902,Finanzamt Erstattung,17000,460.01,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Erstattung Finanzamt Köln 2024-01
2024-12-28,2024-12-28,BNR-106903,Miete,69000,-1320.51,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-12
2025-02-18,2025-02-18,BNR-106904,Zahlungseingang,10000,6219.82,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2025-02
2024-03-28,2024-03-28,BNR-106905,Reisekosten,67600,-2590.03,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-03
2025-01-23,2025-01-23,BNR-106906,Gehalt,60000,-1374.18,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2025-01
2024-06-25,2024-06-25,BNR-106907,Reisekosten,67600,-3548.32,EUR,Lisa Schmidt,DE62500105170648482300,Reisekosten Lisa Schmidt 2024-06
2024-03-20,2024-03-20,BNR-106908,Gehalt,60000,-2345.22,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2024-03
2024-09-04,2024-09-04,BNR-106909,Reisekosten,67600,-1117.96,EUR,Lisa Schmidt,DE44500105175407324931,Reisekosten Lisa Schmidt 2024-09
2024-07-22,2024-07-22,BNR-106910,Zahlungseingang,10000,7003.65,EUR,Industriepartner AG,DE89370400440532013000,Zahlungseingang Industriepartner AG 2024-07
2025-05-01,2025-05-01,BNR-106911,Miete,69000,-1044.31,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2025-05
2024-09-19,2024-09-19,BNR-106912,Gehalt,60000,-868.38,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-09
2025-02-22,2025-02-22,BNR-106913,Gehalt,60000,-3621.07,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2025-02
2025-02-27,2025-02-27,BNR-106914,Softwarelizenz,48000,-431.53,EUR,SAP,DE44500105175407324931,Softwarelizenz SAP 2025-02
2024-09-18,2024-09-18,BNR-106915,Gehalt,60000,-2982.22,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-09
2024-02-06,2024-02-06,BNR-106916,Finanzamt Erstattung,17000,1455.81,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2024-02
2024-06-08,2024-06-08,BNR-106917,Softwarelizenz,48000,-779.74,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2024-06
2025-03-15,2025-03-15,BNR-106918,Reisekosten,67600,-1401.45,EUR,Tom Berger,DE89370400440532013000,Reisekosten Tom Berger 2025-03
2024-02-15,2024-02-15,BNR-106919,Softwarelizenz,48000,-395.76,EUR,Stromio Business,DE75512108001245126199,Softwarelizenz Stromio Business 2024-02
2024-11-25,2024-11-25,BNR-106920,Reisekosten,67600,-534.73,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2024-11
2025-01-01,2025-01-01,BNR-106921,Zahlungseingang,10000,5727.99,EUR,Industriepartner AG,DE62500105170648482300,Zahlungseingang Industriepartner AG 2025-01
2024-12-10,2024-12-10,BNR-106922,Miete,69000,-905.36,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-12
2025-02-24,2025-02-24,BNR-106923,Zahlungseingang,10000,6911.79,EUR,Meyer & Co KG,DE12345678901234567890,Zahlungseingang Meyer & Co KG 2025-02
2024-09-27,2024-09-27,BNR-106924,Finanzamt Erstattung,17000,1210.73,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Erstattung Finanzamt Berlin 2024-09
2025-02-21,2025-02-21,BNR-106925,Reisekosten,67600,-3248.51,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2025-02
2024-09-26,2024-09-26,BNR-106926,Finanzamt Zahlung,17000,-2926.64,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Zahlung Finanzamt Berlin 2024-09
2024-01-09,2024-01-09,BNR-106927,Zahlungseingang,10000,2370.25,EUR,Industriepartner AG,DE12500105170648489890,Zahlungseingang Industriepartner AG 2024-01
2024-06-27,2024-06-27,BNR-106928,Gehalt,60000,-2506.22,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2024-06
2024-12-06,2024-12-06,BNR-106929,Strom,16000,-148.05,EUR,SAP,DE76543210987654321000,Strom SAP 2024-12
2025-01-06,2025-01-06,BNR-106930,Gehalt,60000,-1916.78,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2025-01
2024-06-29,2024-06-29,BNR-106931,Miete,69000,-1427.51,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-06
2025-03-04,2025-03-04,BNR-106932,Finanzamt Zahlung,17000,-1410.61,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2025-03
2024-08-07,2024-08-07,BNR-106933,Miete,69000,-1166.82,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-08
2024-02-29,2024-02-29,BNR-106934,Miete,69000,-1826.87,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2024-02
2025-03-16,2025-03-16,BNR-106935,Finanzamt Erstattung,17000,824.03,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2025-03
2025-01-22,2025-01-22,BNR-106936,Zahlungseingang,10000,1101.7,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2025-01
2025-04-13,2025-04-13,BNR-106937,Gehalt,60000,-1907.9,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2025-04
2024-01-17,2024-01-17,BNR-106938,Reisekosten,67600,-3075.23,EUR,Lisa Schmidt,DE12345678901234567890,Reisekosten Lisa Schmidt 2024-01
2024-03-23,2024-03-23,BNR-106939,Finanzamt Erstattung,17000,1865.18,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Erstattung Finanzamt Köln 2024-03
2024-02-17,2024-02-17,BNR-106940,Finanzamt Erstattung,17000,1942.98,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Erstattung Finanzamt Berlin 2024-02
2024-06-10,2024-06-10,BNR-106941,Zahlungseingang,10000,5760.98,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-06
2025-01-11,2025-01-11,BNR-106942,Miete,69000,-1866.81,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-01
2025-04-25,2025-04-25,BNR-106943,Miete,69000,-1107.07,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2025-04
2025-02-25,2025-02-25,BNR-106944,Miete,69000,-1075.73,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-02
2024-04-22,2024-04-22,BNR-106945,Strom,16000,-580.0,EUR,Microsoft,DE89370400440532013000,Strom Microsoft 2024-04
2024-05-19,2024-05-19,BNR-106946,Zahlungseingang,10000,3444.42,EUR,Meyer & Co KG,DE44500105175407324931,Zahlungseingang Meyer & Co KG 2024-05
2025-02-10,2025-02-10,BNR-106947,Reisekosten,67600,-3309.89,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2025-02
2025-01-11,2025-01-11,BNR-106948,Finanzamt Zahlung,17000,-570.22,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2025-01
2024-01-31,2024-01-31,BNR-106949,Zahlungseingang,10000,3993.72,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2024-01
2024-10-04,2024-10-04,BNR-106950,Gehalt,60000,-584.32,EUR,Tom Berger,DE16530601800000001900,Gehalt Tom Berger 2024-10
2024-06-07,2024-06-07,BNR-106951,Finanzamt Erstattung,17000,843.84,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2024-06
2024-11-07,2024-11-07,BNR-106952,Finanzamt Zahlung,17000,-2334.54,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Zahlung Finanzamt München 2024-11
2025-03-30,2025-03-30,BNR-106953,Finanzamt Zahlung,17000,-2665.74,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2025-03
2024-06-02,2024-06-02,BNR-106954,Miete,69000,-1225.52,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-06
2024-06-03,2024-06-03,BNR-106955,Finanzamt Erstattung,17000,1936.78,EUR,Finanzamt Berlin,DE62500105170648482300,Finanzamt Erstattung Finanzamt Berlin 2024-06
2024-10-18,2024-10-18,BNR-106956,Finanzamt Erstattung,17000,890.17,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-10
2024-03-30,2024-03-30,BNR-106957,Finanzamt Zahlung,17000,-2303.38,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2024-03
2025-01-09,2025-01-09,BNR-106958,Reisekosten,67600,-2834.69,EUR,Anna Weber,DE89370400440532013000,Reisekosten Anna Weber 2025-01
2024-04-12,2024-04-12,BNR-106959,Finanzamt Erstattung,17000,467.35,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Erstattung Finanzamt München 2024-04
2025-04-14,2025-04-14,BNR-106960,Reisekosten,67600,-1044.0,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2025-04
2024-08-10,2024-08-10,BNR-106961,Miete,69000,-1976.32,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2024-08
2025-02-26,2025-02-26,BNR-106962,Strom,16000,-816.53,EUR,Stromio Business,DE44500105175407324931,Strom Stromio Business 2025-02
2024-11-13,2024-11-13,BNR-106963,Finanzamt Zahlung,17000,-824.82,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2024-11
2024-01-07,2024-01-07,BNR-106964,Softwarelizenz,48000,-532.74,EUR,Adobe,DE44500105175407324931,Softwarelizenz Adobe 2024-01
2024-06-24,2024-06-24,BNR-106965,Miete,69000,-1906.49,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-06
2024-05-22,2024-05-22,BNR-106966,Softwarelizenz,48000,-695.92,EUR,Adobe,DE62500105170648482300,Softwarelizenz Adobe 2024-05
2024-12-01,2024-12-01,BNR-106967,Zahlungseingang,10000,7458.46,EUR,ACME GmbH,DE12500105170648489890,Zahlungseingang ACME GmbH 2024-12
2024-12-19,2024-12-19,BNR-106968,Gehalt,60000,-2020.68,EUR,Lisa Schmidt,DE76543210987654321000,Gehalt Lisa Schmidt 2024-12
2024-05-31,2024-05-31,BNR-106969,Finanzamt Erstattung,17000,1100.36,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-05
2024-03-20,2024-03-20,BNR-106970,Reisekosten,67600,-1792.09,EUR,Anna Weber,DE75512108001245126199,Reisekosten Anna Weber 2024-03
2025-04-19,2025-04-19,BNR-106971,Zahlungseingang,10000,7331.07,EUR,Meyer & Co KG,DE12345678901234567890,Zahlungseingang Meyer & Co KG 2025-04
2024-03-15,2024-03-15,BNR-106972,Zahlungseingang,10000,2879.74,EUR,ACME GmbH,DE16530601800000001900,Zahlungseingang ACME GmbH 2024-03
2024-03-23,2024-03-23,BNR-106973,Reisekosten,67600,-1324.85,EUR,Anna Weber,DE89370400440532013000,Reisekosten Anna Weber 2024-03
2024-11-25,2024-11-25,BNR-106974,Reisekosten,67600,-3601.92,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2024-11
2024-01-18,2024-01-18,BNR-106975,Finanzamt Erstattung,17000,140.33,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Erstattung Finanzamt München 2024-01
2024-09-04,2024-09-04,BNR-106976,Softwarelizenz,48000,-960.76,EUR,Microsoft,DE75512108001245126199,Softwarelizenz Microsoft 2024-09
2024-04-02,2024-04-02,BNR-106977,Reisekosten,67600,-978.83,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2024-04
2024-11-24,2024-11-24,BNR-106978,Softwarelizenz,48000,-278.41,EUR,Adobe,DE62500105170648482300,Softwarelizenz Adobe 2024-11
2025-02-06,2025-02-06,BNR-106979,Miete,69000,-1064.97,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2025-02
2025-03-04,2025-03-04,BNR-106980,Strom,16000,-798.84,EUR,SAP,DE12345678901234567890,Strom SAP 2025-03
2024-09-22,2024-09-22,BNR-106981,Miete,69000,-1552.51,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-09
2024-01-24,2024-01-24,BNR-106982,Miete,69000,-1438.14,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-01
2024-09-20,2024-09-20,BNR-106983,Strom,16000,-867.1,EUR,Stromio Business,DE62500105170648482300,Strom Stromio Business 2024-09
2024-05-27,2024-05-27,BNR-106984,Finanzamt Erstattung,17000,1406.45,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2024-05
2024-09-27,2024-09-27,BNR-106985,Softwarelizenz,48000,-722.58,EUR,AWS,DE89370400440532013000,Softwarelizenz AWS 2024-09
2024-09-19,2024-09-19,BNR-106986,Reisekosten,67600,-3232.32,EUR,Tom Berger,DE89370400440532013000,Reisekosten Tom Berger 2024-09
2025-03-27,2025-03-27,BNR-106987,Gehalt,60000,-2435.72,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2025-03
2025-04-14,2025-04-14,BNR-106988,Strom,16000,-142.3,EUR,Adobe,DE12345678901234567890,Strom Adobe 2025-04
2024-07-15,2024-07-15,BNR-106989,Finanzamt Zahlung,17000,-1273.69,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Zahlung Finanzamt Berlin 2024-07
2024-02-26,2024-02-26,BNR-106990,Finanzamt Zahlung,17000,-2574.95,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Zahlung Finanzamt München 2024-02
2025-05-05,2025-05-05,BNR-106991,Zahlungseingang,10000,5710.2,EUR,Meyer & Co KG,DE12345678901234567890,Zahlungseingang Meyer & Co KG 2025-05
2024-08-08,2024-08-08,BNR-106992,Finanzamt Zahlung,17000,-2439.78,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2024-08
2024-11-01,2024-11-01,BNR-106993,Finanzamt Erstattung,17000,1071.63,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Erstattung Finanzamt Berlin 2024-11
2024-03-10,2024-03-10,BNR-106994,Finanzamt Erstattung,17000,557.65,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-03
2024-12-22,2024-12-22,BNR-106995,Finanzamt Erstattung,17000,1226.72,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Erstattung Finanzamt Köln 2024-12
2024-01-24,2024-01-24,BNR-106996,Strom,16000,-156.64,EUR,Stromio Business,DE12500105170648489890,Strom Stromio Business 2024-01
2024-12-25,2024-12-25,BNR-106997,Finanzamt Erstattung,17000,1075.4,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2024-12
2024-06-06,2024-06-06,BNR-106998,Reisekosten,67600,-1937.6,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2024-06
2025-02-19,2025-02-19,BNR-106999,Strom,16000,-551.31,EUR,Stromio Business,DE12345678901234567890,Strom Stromio Business 2025-02
2024-12-01,2024-12-01,BNR-107000,Miete,69000,-1844.08,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-12
2024-04-14,2024-04-14,BNR-107001,Zahlungseingang,10000,6640.19,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2024-04
2024-04-18,2024-04-18,BNR-107002,Gehalt,60000,-2769.33,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2024-04
2025-03-20,2025-03-20,BNR-107003,Miete,69000,-1503.08,EUR,Büropark Mitte GmbH,DE62500105170648482300,Miete Büropark Mitte GmbH 2025-03
2024-12-01,2024-12-01,BNR-107004,Finanzamt Erstattung,17000,517.42,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Erstattung Finanzamt Köln 2024-12
2024-04-28,2024-04-28,BNR-107005,Strom,16000,-247.24,EUR,Microsoft,DE16530601800000001900,Strom Microsoft 2024-04
2024-09-10,2024-09-10,BNR-107006,Miete,69000,-869.34,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2024-09
2024-02-04,2024-02-04,BNR-107007,Gehalt,60000,-2985.34,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-02
2024-12-24,2024-12-24,BNR-107008,Finanzamt Zahlung,17000,-1899.7,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-12
2024-10-31,2024-10-31,BNR-107009,Finanzamt Erstattung,17000,545.98,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-10
2025-02-20,2025-02-20,BNR-107010,Gehalt,60000,-3472.96,EUR,Lisa Schmidt,DE62500105170648482300,Gehalt Lisa Schmidt 2025-02
2024-11-03,2024-11-03,BNR-107011,Gehalt,60000,-542.93,EUR,Lisa Schmidt,DE12500105170648489890,Gehalt Lisa Schmidt 2024-11
2025-01-12,2025-01-12,BNR-107012,Finanzamt Erstattung,17000,341.14,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Erstattung Finanzamt Berlin 2025-01
2024-07-28,2024-07-28,BNR-107013,Finanzamt Erstattung,17000,1469.29,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Erstattung Finanzamt Berlin 2024-07
2024-07-11,2024-07-11,BNR-107014,Finanzamt Erstattung,17000,1959.13,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Erstattung Finanzamt München 2024-07
2024-10-13,2024-10-13,BNR-107015,Miete,69000,-1093.46,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-10
2024-05-13,2024-05-13,BNR-107016,Softwarelizenz,48000,-569.82,EUR,Stromio Business,DE16530601800000001900,Softwarelizenz Stromio Business 2024-05
2025-03-08,2025-03-08,BNR-107017,Strom,16000,-877.5,EUR,AWS,DE62500105170648482300,Strom AWS 2025-03
2024-08-15,2024-08-15,BNR-107018,Strom,16000,-289.02,EUR,AWS,DE16530601800000001900,Strom AWS 2024-08
2025-03-04,2025-03-04,BNR-107019,Reisekosten,67600,-1490.37,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2025-03
